SPEC,year,month,n
LISP,1979,05,1
LISP,1979,09,6
LISP,1979,10,2
LISP,1980,04,4
LISP,1980,09,16
LISP,1980,10,2
LISP,1980,11,1
LISP,1980,12,1
LISP,1981,04,1
LISP,1981,09,3
LISP,1981,10,5
LISP,1981,11,2
LISP,1982,01,1
LISP,1982,04,7
LISP,1982,09,7
LISP,1982,10,6
LISP,1983,04,6
LISP,1983,09,6
LISP,1983,10,4
LISP,1984,04,1
LISP,1984,09,4
LISP,1984,10,1
LISP,1985,04,1
LISP,1985,10,4
LISP,1986,09,3
LISP,1986,10,1
LISP,1987,04,1
LISP,1987,09,17
LISP,1987,10,5
LISP,1987,11,1
LISP,1988,09,9
LISP,1988,10,6
LISP,1989,09,2
LISP,1989,10,7
LISP,1989,11,2
LISP,1990,05,2
LISP,1990,09,6
LISP,1990,10,6
LISP,1991,10,6
LISP,1992,09,3
LISP,1992,10,4
LISP,1992,11,2
LISP,1993,09,5
LISP,1993,10,2
LISP,1994,04,2
LISP,1994,09,3
LISP,1994,10,6
LISP,1994,11,1
LISP,1995,03,1
LISP,1995,04,1
LISP,1995,09,6
LISP,1995,10,10
LISP,1996,03,2
LISP,1996,09,6
LISP,1996,10,2
LISP,1997,04,1
LISP,1997,09,5
LISP,1997,10,6
LISP,1998,09,8
LISP,1998,10,2
LISP,1999,09,7
LISP,1999,10,7
LISP,2000,09,7
LISP,2000,10,2
LISP,2001,04,1
LISP,2001,10,2
LISP,2002,09,7
LISP,2002,10,2
LISP,2002,11,1
LISP,2003,04,1
LISP,2003,09,2
LISP,2003,10,2
LISP,2003,11,2
LISP,2004,09,3
LISP,2004,10,1
LISP,2005,09,2
LISP,2005,10,3
LISP,2006,09,5
LISP,2006,10,5
LISP,2007,09,2
LISP,2007,10,1
LISP,2008,09,1
LISP,2008,10,1
LISP,2009,09,2
LISP,2009,10,1
LISP,2010,09,1
LISP,2010,10,2
LISP,2010,12,1
LISP,2011,09,5
LISP,2013,04,1
LISP,2013,10,2
LISP,2014,09,2
LISP,2015,09,2
LISP,2015,10,2
LISP,2016,05,1
LISP,2016,09,2
LISP,2016,11,1
LISP,2017,09,3
LISP,2017,10,1
LISP,2018,09,1
LISP,2018,10,3
LISP,2018,11,1
LISP,2019,09,2
LISP,2020,09,5
LISP,2020,10,10
LISP,2021,09,3
LISP,2022,09,1
LISP,2023,10,2
LISP,2024,10,1
LISP,2025,10,1
LOSH,1980,08,1
LOSH,1980,09,1
LOSH,1983,07,1
LUWA,2005,11,1
MAWA,1996,10,1
MAWR,1984,09,1
MGWA,1979,04,3
MGWA,1979,06,1
MGWA,1979,07,3
MGWA,1979,08,2
MGWA,1980,05,1
MGWA,1980,06,1
MGWA,1980,09,2
MGWA,1981,05,1
MGWA,1981,07,5
MGWA,1981,08,3
MGWA,1982,05,2
MGWA,1982,06,1
MGWA,1982,07,5
MGWA,1982,08,4
MGWA,1982,09,1
MGWA,1983,04,1
MGWA,1983,05,1
MGWA,1983,06,4
MGWA,1983,07,3
MGWA,1983,08,5
MGWA,1983,09,2
MGWA,1983,10,1
MGWA,1984,04,3
MGWA,1984,05,4
MGWA,1984,06,2
MGWA,1984,07,1
MGWA,1984,08,9
MGWA,1985,04,2
MGWA,1985,06,1
MGWA,1985,07,4
MGWA,1985,08,2
MGWA,1985,09,1
MGWA,1986,05,2
MGWA,1986,06,2
MGWA,1986,09,3
MGWA,1987,04,1
MGWA,1987,06,2
MGWA,1987,07,3
MGWA,1987,08,2
MGWA,1987,09,1
MGWA,1988,04,1
MGWA,1988,06,1
MGWA,1988,10,1
MGWA,1989,08,1
MGWA,1989,10,1
MGWA,1990,08,2
MGWA,1990,09,2
MGWA,1991,09,3
MGWA,1992,05,1
MGWA,1992,07,3
MGWA,1992,08,1
MGWA,1992,09,2
MGWA,1993,06,1
MGWA,1993,08,1
MGWA,1993,09,3
MGWA,1994,07,3
MGWA,1994,08,4
MGWA,1994,09,1
MGWA,1995,04,1
MGWA,1995,07,1
MGWA,1995,08,1
MGWA,1995,09,2
MGWA,1996,07,1
MGWA,1996,08,5
MGWA,1996,09,2
MGWA,1997,07,2
MGWA,1997,09,2
MGWA,1998,07,1
MGWA,1998,08,4
MGWA,1998,09,1
MGWA,1999,08,1
MGWA,1999,09,3
MGWA,2000,07,1
MGWA,2000,09,1
MGWA,2001,05,1
MGWA,2001,09,1
MGWA,2002,05,2
MGWA,2003,05,1
MGWA,2003,08,3
MGWA,2003,09,1
MGWA,2004,05,1
MGWA,2004,07,2
MGWA,2004,08,1
MGWA,2004,09,2
MGWA,2005,04,1
MGWA,2005,06,2
MGWA,2006,06,1
MGWA,2006,07,2
MGWA,2006,08,1
MGWA,2007,05,2
MGWA,2007,07,4
MGWA,2007,08,2
MGWA,2008,09,1
MGWA,2010,09,1
MGWA,2011,07,1
MGWA,2011,09,1
MGWA,2012,09,1
MGWA,2014,06,1
MGWA,2015,09,2
MGWA,2016,07,1
MGWA,2017,06,1
MGWA,2017,09,1
MGWA,2018,05,1
MGWA,2018,06,1
MGWA,2019,07,1
MGWA,2019,08,1
MGWA,2020,05,1
MGWA,2020,07,3
MGWA,2020,08,2
MGWA,2020,09,2
MGWA,2021,06,1
MGWA,2021,07,1
MGWA,2021,08,2
MGWA,2021,09,1
MGWA,2021,10,1
MGWA,2023,08,1
MGWA,2024,04,1
MGWA,2024,06,1
MGWA,2024,07,1
MGWA,2024,09,1
MGWA,2024,10,1
MGWA,2025,08,1
MGWA,2025,10,1
MODO,1979,06,1
MODO,1980,05,2
MODO,1980,07,1
MODO,1980,09,2
MODO,1982,04,1
MODO,1982,06,3
MODO,1985,05,1
MODO,1989,09,1
MODO,1991,05,2
MODO,2000,09,1
MODO,2003,06,1
MODO,2005,03,1
MODO,2006,05,1
MODO,2006,06,1
MODO,2007,04,1
MODO,2007,05,1
MODO,2008,07,1
MODO,2009,04,1
MODO,2009,06,1
MODO,2010,05,1
MODO,2011,05,3
MODO,2011,06,4
MODO,2011,07,1
MODO,2012,05,1
MODO,2013,06,1
MODO,2013,07,1
MODO,2014,03,1
MODO,2014,07,1
MODO,2015,05,2
MODO,2015,06,1
MODO,2015,07,1
MODO,2015,08,1
MODO,2016,05,1
MODO,2016,06,1
MODO,2017,04,1
MODO,2018,06,1
MODO,2024,06,1
MOWA,1991,10,1
MYWA,1979,10,2
MYWA,1979,11,4
MYWA,1980,10,4
MYWA,1980,11,2
MYWA,1981,10,4
MYWA,1981,12,1
MYWA,1982,10,1
MYWA,1982,11,1
MYWA,1983,10,2
MYWA,1983,11,4
MYWA,1984,10,3
MYWA,1984,11,5
MYWA,1985,10,3
MYWA,1986,10,4
MYWA,1986,11,2
MYWA,1987,11,1
MYWA,1988,10,1
MYWA,1991,01,5
MYWA,1991,10,1
MYWA,1991,11,2
MYWA,1992,10,2
MYWA,1992,11,2
MYWA,1993,10,1
MYWA,1993,11,2
MYWA,1993,12,1
MYWA,1994,10,1
MYWA,1996,11,1
MYWA,1998,09,4
MYWA,1998,10,1
MYWA,1999,11,4
MYWA,1999,12,1
MYWA,2000,01,1
MYWA,2001,11,1
MYWA,2003,11,1
MYWA,2004,12,1
MYWA,2005,11,18
MYWA,2007,11,12
MYWA,2009,10,1
MYWA,2012,10,1
MYWA,2013,10,4
MYWA,2013,11,1
MYWA,2015,10,1
MYWA,2015,12,1
MYWA,2018,10,1
MYWA,2018,11,1
MYWA,2018,12,6
NAWA,1979,04,2
NAWA,1980,10,1
NAWA,1981,10,1
NAWA,1982,09,1
NAWA,1983,04,2
NAWA,1985,11,1
NAWA,1986,11,1
NAWA,1991,04,1
NAWA,1992,10,1
NAWA,1997,10,3
NAWA,2003,09,2
NAWA,2004,10,5
NAWA,2013,10,1
NAWA,2018,09,1
NAWA,2018,10,1
NAWA,2018,11,1
NAWA,2018,12,1
NAWA,2020,10,1
NAWA,2023,09,1
NHWR,1979,08,1
NHWR,1980,09,1
NHWR,1982,08,2
NHWR,1987,08,1
NHWR,1991,09,1
NHWR,1995,08,1
NHWR,1996,07,1
NHWR,1996,08,1
NHWR,1998,09,1
NHWR,2000,09,1
NHWR,2002,09,1
NHWR,2018,08,1
NHWR,2018,09,2
NHWR,2021,01,1
NHWR,2021,06,1
NOMO,1984,10,1
NOMO,1987,05,1
NOMO,1992,10,2
NOMO,1994,05,1
NOMO,1995,10,1
NOMO,2011,06,1
NOPA,1991,06,1
NOWA,1985,08,1
NOWA,2009,09,1
NOWA,2015,08,1
NOWA,2016,09,1
NOWA,2022,08,1
NRWS,1980,03,1
NRWS,1980,07,2
NRWS,1981,05,1
NRWS,1981,06,1
NRWS,1982,04,1
NRWS,1982,06,6
NRWS,1982,07,3
NRWS,1983,05,2
NRWS,1983,06,3
NRWS,1983,07,1
NRWS,1985,04,1
NRWS,1987,06,1
NRWS,1988,08,3
NRWS,1989,08,1
NRWS,1990,05,2
NRWS,1991,06,1
NRWS,1993,04,2
NRWS,1994,05,1
NRWS,1995,05,1
NRWS,1995,08,2
NRWS,1997,08,1
NRWS,2006,07,2
NRWS,2009,08,1
NSWO,1979,01,1
NSWO,1979,08,1
NSWO,1980,10,1
NSWO,1984,08,1
NSWO,1987,08,1
NSWO,1989,09,1
NSWO,1990,07,2
NSWO,1997,07,1
NSWO,1999,07,2
NSWO,1999,10,1
NSWO,2008,09,1
NSWO,2025,06,2
NUWO,1984,07,1
NWCS,1979,01,14
NWCS,1979,02,6
NWCS,1979,03,4
NWCS,1979,05,1
NWCS,1979,06,19
NWCS,1979,07,90
NWCS,1979,08,21
NWCS,1979,09,10
NWCS,1979,10,21
NWCS,1979,11,16
NWCS,1979,12,11
NWCS,1980,01,1
NWCS,1980,02,4
NWCS,1980,03,9
NWCS,1980,04,5
NWCS,1980,05,4
NWCS,1980,06,54
NWCS,1980,07,99
NWCS,1980,08,53
NWCS,1980,09,56
NWCS,1980,10,14
NWCS,1980,11,9
NWCS,1980,12,6
NWCS,1981,01,9
NWCS,1981,02,2
NWCS,1981,03,1
NWCS,1981,05,2
NWCS,1981,06,19
NWCS,1981,07,81
NWCS,1981,08,36
NWCS,1981,09,12
NWCS,1981,10,9
NWCS,1981,11,5
NWCS,1981,12,4
NWCS,1982,01,1
NWCS,1982,02,1
NWCS,1982,04,2
NWCS,1982,05,2
NWCS,1982,06,33
NWCS,1982,07,74
NWCS,1982,08,64
NWCS,1982,09,41
NWCS,1982,10,26
NWCS,1982,11,4
NWCS,1982,12,22
NWCS,1983,01,2
NWCS,1983,02,1
NWCS,1983,04,1
NWCS,1983,05,5
NWCS,1983,06,11
NWCS,1983,07,30
NWCS,1983,08,13
NWCS,1983,09,6
NWCS,1983,10,7
NWCS,1983,11,2
NWCS,1983,12,4
NWCS,1984,01,1
NWCS,1984,02,1
NWCS,1984,04,3
NWCS,1984,05,5
NWCS,1984,06,19
NWCS,1984,07,48
NWCS,1984,08,61
NWCS,1984,09,15
NWCS,1984,10,10
NWCS,1984,11,2
NWCS,1984,12,9
NWCS,1985,01,3
NWCS,1985,02,2
NWCS,1985,04,7
NWCS,1985,05,6
NWCS,1985,06,11
NWCS,1985,07,18
NWCS,1985,08,8
NWCS,1985,09,5
NWCS,1985,10,5
NWCS,1985,11,7
NWCS,1985,12,2
NWCS,1986,01,1
NWCS,1986,02,3
NWCS,1986,03,4
NWCS,1986,04,4
NWCS,1986,05,5
NWCS,1986,06,9
NWCS,1986,07,40
NWCS,1986,08,34
NWCS,1986,09,10
NWCS,1986,10,1
NWCS,1986,11,2
NWCS,1987,03,2
NWCS,1987,04,5
NWCS,1987,05,4
NWCS,1987,06,11
NWCS,1987,07,53
NWCS,1987,08,20
NWCS,1987,09,20
NWCS,1987,10,10
NWCS,1987,11,19
NWCS,1987,12,4
NWCS,1988,01,3
NWCS,1988,02,1
NWCS,1988,03,2
NWCS,1988,04,4
NWCS,1988,05,7
NWCS,1988,06,9
NWCS,1988,07,19
NWCS,1988,08,18
NWCS,1988,09,25
NWCS,1988,10,10
NWCS,1988,11,12
NWCS,1988,12,6
NWCS,1989,02,3
NWCS,1989,03,1
NWCS,1989,04,5
NWCS,1989,05,4
NWCS,1989,06,14
NWCS,1989,07,29
NWCS,1989,08,26
NWCS,1989,09,12
NWCS,1989,10,4
NWCS,1989,11,2
NWCS,1990,02,5
NWCS,1990,03,1
NWCS,1990,04,1
NWCS,1990,05,4
NWCS,1990,06,3
NWCS,1990,07,23
NWCS,1990,08,6
NWCS,1990,09,12
NWCS,1990,10,5
NWCS,1990,12,1
NWCS,1991,01,1
NWCS,1991,02,2
NWCS,1991,03,2
NWCS,1991,04,4
NWCS,1991,05,5
NWCS,1991,06,3
NWCS,1991,07,19
NWCS,1991,08,67
NWCS,1991,09,23
NWCS,1991,10,15
NWCS,1991,11,6
NWCS,1991,12,5
NWCS,1992,01,2
NWCS,1992,02,6
NWCS,1992,03,1
NWCS,1992,04,2
NWCS,1992,05,2
NWCS,1992,06,1
NWCS,1992,07,15
NWCS,1992,08,2
NWCS,1992,09,16
NWCS,1992,10,4
NWCS,1992,11,1
NWCS,1993,01,1
NWCS,1993,02,3
NWCS,1993,04,1
NWCS,1993,05,1
NWCS,1993,06,6
NWCS,1993,07,9
NWCS,1993,08,3
NWCS,1993,09,3
NWCS,1993,12,1
NWCS,1994,01,2
NWCS,1994,02,2
NWCS,1994,03,2
NWCS,1994,05,1
NWCS,1994,07,15
NWCS,1994,08,13
NWCS,1994,09,7
NWCS,1994,10,1
NWCS,1994,11,6
NWCS,1995,01,2
NWCS,1995,03,4
NWCS,1995,05,3
NWCS,1995,07,10
NWCS,1995,08,20
NWCS,1995,09,7
NWCS,1996,02,1
NWCS,1996,07,10
NWCS,1996,08,3
NWCS,1996,09,3
NWCS,1996,10,4
NWCS,1996,11,9
NWCS,1997,01,3
NWCS,1997,06,2
NWCS,1997,07,7
NWCS,1997,09,4
NWCS,1997,10,5
NWCS,1997,11,13
NWCS,1998,03,1
NWCS,1998,04,1
NWCS,1998,07,1
NWCS,1998,08,14
NWCS,1998,09,3
NWCS,1998,10,3
NWCS,1998,12,1
NWCS,1999,02,3
NWCS,1999,07,5
NWCS,1999,08,7
NWCS,2000,01,3
NWCS,2000,02,3
NWCS,2000,06,1
NWCS,2000,07,4
NWCS,2000,08,5
NWCS,2000,11,1
NWCS,2001,04,1
NWCS,2001,05,1
NWCS,2001,06,1
NWCS,2001,07,2
NWCS,2001,08,1
NWCS,2002,03,1
NWCS,2002,05,1
NWCS,2002,07,11
NWCS,2002,08,2
NWCS,2002,09,10
NWCS,2002,11,2
NWCS,2002,12,5
NWCS,2003,01,5
NWCS,2003,02,2
NWCS,2003,03,2
NWCS,2003,04,1
NWCS,2003,06,5
NWCS,2003,07,9
NWCS,2003,08,8
NWCS,2003,09,4
NWCS,2003,10,4
NWCS,2003,11,3
NWCS,2003,12,1
NWCS,2004,02,1
NWCS,2004,03,3
NWCS,2004,04,1
NWCS,2004,05,1
NWCS,2004,07,2
NWCS,2004,08,3
NWCS,2004,09,3
NWCS,2005,01,1
NWCS,2005,04,2
NWCS,2005,07,1
NWCS,2006,02,1
NWCS,2006,03,1
NWCS,2006,10,1
NWCS,2006,11,1
NWCS,2006,12,1
NWCS,2007,06,3
NWCS,2007,07,5
NWCS,2007,08,1
NWCS,2007,10,1
NWCS,2008,06,3
NWCS,2008,07,5
NWCS,2008,08,1
NWCS,2008,12,1
NWCS,2009,06,2
NWCS,2009,07,1
NWCS,2009,08,1
NWCS,2009,09,3
NWCS,2010,01,1
NWCS,2010,02,1
NWCS,2010,07,1
NWCS,2010,08,1
NWCS,2010,12,1
NWCS,2011,02,1
NWCS,2011,07,1
NWCS,2011,09,1
NWCS,2011,10,1
NWCS,2011,12,1
NWCS,2012,07,1
NWCS,2012,08,5
NWCS,2012,09,1
NWCS,2012,10,2
NWCS,2012,11,1
NWCS,2012,12,1
NWCS,2013,01,1
NWCS,2013,06,3
NWCS,2013,07,6
NWCS,2013,08,2
NWCS,2013,10,2
NWCS,2013,11,1
NWCS,2013,12,1
NWCS,2014,05,2
NWCS,2014,07,6
NWCS,2014,08,1
NWCS,2014,11,1
NWCS,2014,12,1
NWCS,2015,01,1
NWCS,2015,06,1
NWCS,2015,07,3
NWCS,2015,08,1
NWCS,2015,09,1
NWCS,2015,11,1
NWCS,2016,01,4
NWCS,2016,06,1
NWCS,2016,07,1
NWCS,2016,11,5
NWCS,2016,12,2
NWCS,2017,01,1
NWCS,2017,07,1
NWCS,2017,08,1
NWCS,2017,10,1
NWCS,2017,11,6
NWCS,2017,12,4
NWCS,2018,07,2
NWCS,2018,08,1
NWCS,2020,08,1
NWCS,2022,06,1
NWCS,2022,07,1
NWCS,2022,11,1
NWCS,2023,08,1
NWCS,2023,09,1
NWCS,2024,08,1
OATI,1980,10,1
OATI,1981,06,8
OATI,1981,07,3
OCWA,1979,03,18
OCWA,1979,04,49
OCWA,1979,05,24
OCWA,1979,06,27
OCWA,1979,07,16
OCWA,1979,08,15
OCWA,1979,09,9
OCWA,1979,10,5
OCWA,1980,03,12
OCWA,1980,04,16
OCWA,1980,05,35
OCWA,1980,06,43
OCWA,1980,07,15
OCWA,1980,08,5
OCWA,1980,09,2
OCWA,1980,10,2
OCWA,1981,03,18
OCWA,1981,04,46
OCWA,1981,05,27
OCWA,1981,06,97
OCWA,1981,07,17
OCWA,1981,08,4
OCWA,1981,09,5
OCWA,1981,10,9
OCWA,1982,03,12
OCWA,1982,04,55
OCWA,1982,05,35
OCWA,1982,06,86
OCWA,1982,07,19
OCWA,1982,08,11
OCWA,1982,09,5
OCWA,1983,03,25
OCWA,1983,04,61
OCWA,1983,05,23
OCWA,1983,06,59
OCWA,1983,07,18
OCWA,1983,08,6
OCWA,1983,09,11
OCWA,1983,10,2
OCWA,1984,03,24
OCWA,1984,04,26
OCWA,1984,05,32
OCWA,1984,06,47
OCWA,1984,07,46
OCWA,1984,08,22
OCWA,1984,09,28
OCWA,1984,10,2
OCWA,1985,03,16
OCWA,1985,04,45
OCWA,1985,05,35
OCWA,1985,06,54
OCWA,1985,07,19
OCWA,1985,08,6
OCWA,1985,09,12
OCWA,1985,10,5
OCWA,1986,03,29
OCWA,1986,04,21
OCWA,1986,05,26
OCWA,1986,06,14
OCWA,1986,07,4
OCWA,1986,08,2
OCWA,1986,09,2
OCWA,1986,10,4
OCWA,1986,12,1
OCWA,1987,02,2
OCWA,1987,03,8
OCWA,1987,04,28
OCWA,1987,05,17
OCWA,1987,06,37
OCWA,1987,07,18
OCWA,1987,08,8
OCWA,1987,09,3
OCWA,1987,10,3
OCWA,1987,11,1
OCWA,1987,12,1
OCWA,1988,02,1
OCWA,1988,03,15
OCWA,1988,04,35
OCWA,1988,05,23
OCWA,1988,06,44
OCWA,1988,07,23
OCWA,1988,08,3
OCWA,1988,09,11
OCWA,1988,10,1
OCWA,1989,03,16
OCWA,1989,04,26
OCWA,1989,05,41
OCWA,1989,06,22
OCWA,1989,07,3
OCWA,1989,08,4
OCWA,1989,09,1
OCWA,1989,11,3
OCWA,1990,03,11
OCWA,1990,04,21
OCWA,1990,05,48
OCWA,1990,06,49
OCWA,1990,07,27
OCWA,1990,08,8
OCWA,1990,09,24
OCWA,1990,10,1
OCWA,1991,03,5
OCWA,1991,04,42
OCWA,1991,05,22
OCWA,1991,06,44
OCWA,1991,07,21
OCWA,1991,08,10
OCWA,1991,09,5
OCWA,1992,03,21
OCWA,1992,04,14
OCWA,1992,05,19
OCWA,1992,06,31
OCWA,1992,07,14
OCWA,1992,08,12
OCWA,1992,09,3
OCWA,1992,10,7
OCWA,1992,11,5
OCWA,1992,12,1
OCWA,1993,02,2
OCWA,1993,03,14
OCWA,1993,04,21
OCWA,1993,05,22
OCWA,1993,06,28
OCWA,1993,07,2
OCWA,1993,08,3
OCWA,1994,03,6
OCWA,1994,04,10
OCWA,1994,05,26
OCWA,1994,06,24
OCWA,1994,07,15
OCWA,1994,08,9
OCWA,1994,09,7
OCWA,1994,10,1
OCWA,1994,11,1
OCWA,1995,03,21
OCWA,1995,04,28
OCWA,1995,05,14
OCWA,1995,06,33
OCWA,1995,07,33
OCWA,1995,08,1
OCWA,1995,09,2
OCWA,1996,03,8
OCWA,1996,04,5
OCWA,1996,05,12
OCWA,1996,06,29
OCWA,1996,07,19
OCWA,1996,08,2
OCWA,1996,09,1
OCWA,1996,10,3
OCWA,1997,03,9
OCWA,1997,04,11
OCWA,1997,05,5
OCWA,1997,06,6
OCWA,1997,07,7
OCWA,1997,09,1
OCWA,1997,10,4
OCWA,1997,11,2
OCWA,1997,12,1
OCWA,1998,03,5
OCWA,1998,04,24
OCWA,1998,05,14
OCWA,1998,06,5
OCWA,1998,07,7
OCWA,1998,09,1
OCWA,1998,10,1
OCWA,1999,03,3
OCWA,1999,04,11
OCWA,1999,05,11
OCWA,1999,06,11
OCWA,1999,07,18
OCWA,1999,08,7
OCWA,2000,03,2
OCWA,2000,04,8
OCWA,2000,05,6
OCWA,2000,06,16
OCWA,2000,07,10
OCWA,2000,09,1
OCWA,2001,03,5
OCWA,2001,04,12
OCWA,2001,05,26
OCWA,2001,06,25
OCWA,2001,07,5
OCWA,2002,03,5
OCWA,2002,04,18
OCWA,2002,05,22
OCWA,2002,06,37
OCWA,2002,07,4
OCWA,2002,09,2
OCWA,2002,10,2
OCWA,2003,03,6
OCWA,2003,04,16
OCWA,2003,05,29
OCWA,2003,06,14
OCWA,2003,07,7
OCWA,2003,08,2
OCWA,2003,09,2
OCWA,2004,03,2
OCWA,2004,04,14
OCWA,2004,05,16
OCWA,2004,06,20
OCWA,2004,07,7
OCWA,2004,08,2
OCWA,2004,09,1
OCWA,2005,03,4
OCWA,2005,04,12
OCWA,2005,05,19
OCWA,2005,06,9
OCWA,2005,07,1
OCWA,2005,08,2
OCWA,2005,10,1
OCWA,2006,04,7
OCWA,2006,05,8
OCWA,2006,06,4
OCWA,2006,07,4
OCWA,2006,08,1
OCWA,2006,10,1
OCWA,2006,12,2
OCWA,2007,03,1
OCWA,2007,04,7
OCWA,2007,05,8
OCWA,2007,06,10
OCWA,2007,07,9
OCWA,2007,08,1
OCWA,2007,09,4
OCWA,2007,10,3
OCWA,2007,12,4
OCWA,2008,01,3
OCWA,2008,03,6
OCWA,2008,04,6
OCWA,2008,05,16
OCWA,2008,06,6
OCWA,2008,07,6
OCWA,2008,08,6
OCWA,2008,09,4
OCWA,2009,03,3
OCWA,2009,04,6
OCWA,2009,05,43
OCWA,2009,06,30
OCWA,2009,07,9
OCWA,2009,08,9
OCWA,2010,03,9
OCWA,2010,04,10
OCWA,2010,05,24
OCWA,2010,06,14
OCWA,2010,07,12
OCWA,2010,08,1
OCWA,2011,03,5
OCWA,2011,04,11
OCWA,2011,05,6
OCWA,2011,06,9
OCWA,2011,07,1
OCWA,2011,10,1
OCWA,2012,04,7
OCWA,2012,05,18
OCWA,2012,06,3
OCWA,2012,07,3
OCWA,2012,08,1
OCWA,2012,09,1
OCWA,2012,10,1
OCWA,2013,03,4
OCWA,2013,04,3
OCWA,2013,05,16
OCWA,2013,06,13
OCWA,2013,07,6
OCWA,2013,09,1
OCWA,2013,10,5
OCWA,2013,11,3
OCWA,2013,12,2
OCWA,2014,03,2
OCWA,2014,04,8
OCWA,2014,05,16
OCWA,2014,06,15
OCWA,2014,07,2
OCWA,2014,08,3
OCWA,2014,10,1
OCWA,2014,11,1
OCWA,2015,03,11
OCWA,2015,04,16
OCWA,2015,05,9
OCWA,2015,06,1
OCWA,2015,07,1
OCWA,2015,09,2
OCWA,2015,10,1
OCWA,2016,03,7
OCWA,2016,04,7
OCWA,2016,05,11
OCWA,2016,06,5
OCWA,2016,07,1
OCWA,2016,08,1
OCWA,2017,04,4
OCWA,2017,05,2
OCWA,2017,07,2
OCWA,2017,08,1
OCWA,2017,09,3
OCWA,2018,04,6
OCWA,2018,05,2
OCWA,2018,06,5
OCWA,2018,07,5
OCWA,2018,08,2
OCWA,2018,09,4
OCWA,2019,03,10
OCWA,2019,04,13
OCWA,2019,05,18
OCWA,2019,06,7
OCWA,2019,07,2
OCWA,2019,08,3
OCWA,2019,09,2
OCWA,2019,11,1
OCWA,2020,03,11
OCWA,2020,04,25
OCWA,2020,05,22
OCWA,2020,06,10
OCWA,2020,07,5
OCWA,2020,10,1
OCWA,2021,04,12
OCWA,2021,05,18
OCWA,2021,06,8
OCWA,2021,07,10
OCWA,2021,09,1
OCWA,2022,03,9
OCWA,2022,04,11
OCWA,2022,05,14
OCWA,2022,06,7
OCWA,2022,10,1
OCWA,2023,03,2
OCWA,2023,04,7
OCWA,2023,05,17
OCWA,2023,06,12
OCWA,2023,07,2
OCWA,2023,10,2
OCWA,2024,03,4
OCWA,2024,04,11
OCWA,2024,05,9
OCWA,2024,06,3
OCWA,2024,09,1
OCWA,2024,10,3
OCWA,2025,04,1
OCWA,2025,05,9
OCWA,2025,06,3
OCWA,2025,07,6
ORJU,1979,04,1
ORJU,1979,05,1
ORJU,1979,06,4
ORJU,1979,07,6
ORJU,1979,08,2
ORJU,1979,09,3
ORJU,1979,10,13
ORJU,1979,11,12
ORJU,1979,12,4
ORJU,1980,01,1
ORJU,1980,02,1
ORJU,1980,03,6
ORJU,1980,04,3
ORJU,1980,05,2
ORJU,1980,06,22
ORJU,1980,07,77
ORJU,1980,08,33
ORJU,1980,09,45
ORJU,1980,10,58
ORJU,1980,11,17
ORJU,1980,12,6
ORJU,1981,02,1
ORJU,1981,03,1
ORJU,1981,04,12
ORJU,1981,05,3
ORJU,1981,06,3
ORJU,1981,07,9
ORJU,1981,08,3
ORJU,1981,09,7
ORJU,1981,10,47
ORJU,1981,11,15
ORJU,1982,03,3
ORJU,1982,04,8
ORJU,1982,05,1
ORJU,1982,06,8
ORJU,1982,07,44
ORJU,1982,08,17
ORJU,1982,09,2
ORJU,1982,10,19
ORJU,1982,11,20
ORJU,1983,04,2
ORJU,1983,06,13
ORJU,1983,07,17
ORJU,1983,08,8
ORJU,1983,09,11
ORJU,1983,10,32
ORJU,1983,11,39
ORJU,1984,03,3
ORJU,1984,04,1
ORJU,1984,05,1
ORJU,1984,06,6
ORJU,1984,07,11
ORJU,1984,08,8
ORJU,1984,09,4
ORJU,1984,10,51
ORJU,1984,11,48
ORJU,1984,12,12
ORJU,1985,01,17
ORJU,1985,02,7
ORJU,1985,03,27
ORJU,1985,04,12
ORJU,1985,05,1
ORJU,1985,06,6
ORJU,1985,07,8
ORJU,1985,08,10
ORJU,1985,09,5
ORJU,1985,10,19
ORJU,1985,11,15
ORJU,1986,02,1
ORJU,1986,03,6
ORJU,1986,04,1
ORJU,1986,05,2
ORJU,1986,06,9
ORJU,1986,07,4
ORJU,1986,09,4
ORJU,1986,10,78
ORJU,1986,11,10
ORJU,1987,01,9
ORJU,1987,02,2
ORJU,1987,03,4
ORJU,1987,04,1
ORJU,1987,05,1
ORJU,1987,06,5
ORJU,1987,07,2
ORJU,1987,08,2
ORJU,1987,09,5
ORJU,1987,10,17
ORJU,1987,11,35
ORJU,1987,12,15
ORJU,1988,01,7
ORJU,1988,02,13
ORJU,1988,03,1
ORJU,1988,04,2
ORJU,1988,05,4
ORJU,1988,06,11
ORJU,1988,07,5
ORJU,1988,08,4
ORJU,1988,09,5
ORJU,1988,10,15
ORJU,1988,11,21
ORJU,1988,12,3
ORJU,1989,01,7
ORJU,1989,04,4
ORJU,1989,06,2
ORJU,1989,07,7
ORJU,1989,09,9
ORJU,1989,10,33
ORJU,1989,11,21
ORJU,1989,12,3
ORJU,1990,01,3
ORJU,1990,02,4
ORJU,1990,06,11
ORJU,1990,07,4
ORJU,1990,08,2
ORJU,1990,09,3
ORJU,1990,10,41
ORJU,1990,11,7
ORJU,1990,12,1
ORJU,1991,01,1
ORJU,1991,03,1
ORJU,1991,04,1
